Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation,Eclipsing,CV_Types,CV_subtypes,CV_subsubtypes,eclipse_clear,Clarity,manual_label,
ASASSN-18cm,000-BMP-225,07 06 23.93 +34 52 58.7,Gem,UGSU,--,16.2 - 21.3 V,106.5997083,34.88297222,ZTF18aabltxf,0.194001421,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-22ce,000-BPH-110,07 50 09.24 +23 42 20.9,Gem,UGSU,--,16.5 - 21.7 g,117.5385,23.70580556,ZTF22aabqubu,0.056674109,0,dwarf_nova,dwarf_nova_SU_Uma,,0,0,unclear,
ASASSN-22nj,000-BPL-797,07 24 47.78 +14 21 56.7,Gem,UGSU,--,14.7 - 22: g,111.1990833,14.36575,ZTF22abqohdk,0.099310575,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 090128:071924+292343,--,07 19 24.09 +29 23 42.0,Gem,UGSU,--,16.2 - 21.3 r,109.850375,29.395,ZTF18aabhqnr,0.049560071,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 110414:075414+313216,000-BKB-388,07 54 14.49 +31 32 15.8,Gem,UGSU,0.0615,14.1 - 20.2 G,118.560375,31.53772222,ZTF17aabxzol,0.186224766,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J065330.46+251150.9,000-BLG-639,06 53 30.40 +25 11 50.3,Gem,UGSU,--,15.9 - 21.6 B CR,103.3766667,25.19730556,ZTF18aczybwi,0.288884302,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J070314.79+202133.9,000-BKW-293,07 03 14.88 +20 21 33.6,Gem,UGSU,--,14.9 - 20.4 G CR,105.812,20.35933333,ZTF18abzlryq,0.385646144,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J073418.66+271310.5,000-BKW-524,07 34 18.68 +27 13 09.4,Gem,UGSU,--,15.0 - 20.5 CV CR,113.5778333,27.21927778,ZTF18adgdhek,0.2447701,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
NSV 3240,000-BNX-591,06 52 13.34 +30 57 22.3,Gem,UGSU,--,15.3 - 21.0 g,103.0555833,30.95619444,ZTF17aabziqr,0.151200396,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
PNV J06501960+3002449,000-BMM-886,06 50 19.50 +30 02 43.5,Gem,UGSU,--,12.9 - 18.6 V,102.58125,30.04541667,ZTF17aaahnsb,0.453392875,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J074640.62+173412.8,000-BFT-842,07 46 40.62 +17 34 12.8,Gem,UGSU,0.0649,15.7 - 20.8 V,116.66925,17.57022222,ZTF17aaabfay,0.223781483,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J075107.50+300628.4,000-BJY-137,07 51 07.51 +30 06 28.5,Gem,UGSU,0.057,14.8 - 20.2 g,117.7812917,30.10791667,ZTF17aacbiid,0.254495818,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J080306.99+284855.8,000-BJY-041,08 03 07.00 +28 48 55.9,Gem,UGSU,0.0727,15.6 - 20.2 G CV,120.7791667,28.81552778,ZTF17aabnzdk,0.043683852,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
TCP J07131142+3015315,000-BNK-833,07 13 11.20 +30 15 31.7,Gem,UGSU,--,14.5 - 21.7 g,108.2966667,30.25880556,ZTF20aaoisnq,0.167475138,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
NY Her,000-BDR-250,17 52 52.59 +29 22 18.7,Her,UGSU,--,15.8 - 18.9 CV,268.219125,29.37186111,ZTF18abaxueg,0.076593347,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0589 Her,000-BBX-398,16 22 07.16 +19 22 36.7,Her,UGSU,-144,14.1 - 19 CV,245.5298333,19.37686111,ZTF18aabpwzq,0.138277176,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0611 Her,000-BCW-029,16 44 49.44 +19 59 40.0,Her,UGSU,(360:),14.9 - 21.0: CV,251.206,19.99444444,ZTF18aaylrvm,0.570222527,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0660 Her,000-BBZ-255,17 42 09.16 +23 48 29.7,Her,UGSU,0.07826,14.2 - 19.1 V,265.5381667,23.80825,ZTF18aakzxki,0.514024377,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0844 Her,000-BBX-452,16 25 01.75 +39 09 26.4,Her,UGSU,0.054643,12.3 - 18.0 CV,246.2572917,39.15733333,ZTF19aaoaqhe,0.266871451,0,dwarf_nova,dwarf_nova_SU_Uma,,0,0,unclear,
ASASSN-13as,000-BLB-405,17 23 06.31 +17 57 54.9,Her,UGSU,0.071,15.1 - 21.1 V,260.7762917,17.96525,ZTF18adgwxwx,0.109920961,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-13ct,000-BLH-792,18 06 06.64 +27 21 09.5,Her,UGSU,--,15.4 - 20.6 g,271.5276667,27.35263889,ZTF19aaedxrl,0.26853004,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-13df,000-BLD-834,17 22 35.83 +18 05 12.0,Her,UGSU,--,14.7 - 19 V,260.6492917,18.08666667,ZTF18abbwhic,0.461406452,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-15le,000-BLQ-896,18 21 13.98 +17 09 14.0,Her,UGSU,--,14.0 - 20.6 V,275.30825,17.15388889,ZTF18abxxpkk,0.326220196,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-16aq,000-BLV-711,16 55 25.08 +37 21 36.7,Her,UGSU,--,15.1 - 22.0 V,253.8545,37.36019444,ZTF20aatoxad,0.153986308,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-16de,000-BLX-009,18 42 34.03 +17 41 23.8,Her,UGSU,--,15.7 V - 20.7 B,280.6417917,17.68994444,ZTF19abitrvw,1.723341392,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-17cp,000-BMF-523,18 19 24.43 +19 17 49.7,Her,UGSU,--,14.6 - 21.1 V,274.8517917,19.29713889,ZTF18abuzhlh,0.166655216,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-18qf,000-BMS-543,17 10 33.87 +16 18 52.8,Her,UGSU,--,12.7 - 20.4 g,257.641125,16.31466667,ZTF18ablhqle,0.494570314,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-19mc,000-BNC-395,17 47 49.04 +18 41 13.1,Her,UGSU,--,15.1 - <22 g,266.9543333,18.68697222,ZTF19aaumtxz,0.064472066,0,dwarf_nova,dwarf_nova_SU_Uma,,0,2,SU_Uma,
ASASSN-20fr,000-BNM-955,17 00 57.63 +22 10 43.1,Her,UGSU,--,14.7 - 22.6 g,255.240125,22.17863889,ZTF20abcdrsm,0.178902721,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-21go,000-BNY-684,18 40 43.39 +15 53 30.7,Her,UGSU,--,14.8 - 23: g,280.1807917,15.89186111,ZTF21aaxikfz,0.100068682,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ATLAS18tzn,000-BMT-262,18 52 56.94 +22 17 57.7,Her,UGSU,--,16.0 - 22.5 g,283.23725,22.29936111,ZTF18admpveb,0.040543372,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 080505:163121+103134,000-BFT-286,16 31 20.88 +10 31 34.1,Her,UGSU,0.06265,14.0 - 19.3 CV,247.837,10.52613889,ZTF18abucxou,0.326842216,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 090205:170610+143452,000-BKQ-418,17 06 09.69 +14 34 52.0,Her,UGSU,0.05823,14.7 - 18.5 CV,256.540375,14.58111111,ZTF18abetdej,0.311662138,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 090820:173308+300635,000-BPJ-889,17 33 07.91 +30 06 34.3,Her,UGSU,--,16.2 - 22.5 g,263.2829583,30.10952778,ZTF18ablrkrg,0.157564337,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 090929:172039+183802,000-BKC-294,17 20 38.68 +18 38 01.9,Her,UGSU,--,15.3 - 20.8 CV,260.1611667,18.63386111,ZTF18abcvuvr,0.297614472,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 100707:164950+035835,000-BLC-739,16 49 50.38 +03 58 34.6,Her,UGSU,--,13.2 - 18.6 V,252.4599167,3.976277778,ZTF18abrwqal,0.201337422,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J174305.70+231107.8,000-BKL-196,17 43 05.74 +23 11 08.5,Her,UGSU,0.065,15.9 - 20.9 G CV,265.7739167,23.18569444,ZTF18adivviu,0.143572948,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J174816.22+501723.3,000-BLB-404,17 48 16.31 +50 17 23.1,Her,UGSU,--,15.5 - 20.0 CV,267.0679583,50.28975,ZTF18aajrvst,0.160003651,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J181909.82+253407.7,000-BMQ-305,18 19 09.84 +25 34 07.7,Her,UGSU,--,15.3 - 21.5 g,274.791,25.56880556,ZTF18aazahsn,0.242793771,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MGAB-V320,000-BNH-224,18 22 41.28 +12 11 06.7,Her,UGSU,--,15.5 - 19.9 g,275.672,12.18519444,ZTF18abmdnao,0.075725054,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MGAB-V756,--,18 49 34.17 +15 52 42.3,Her,UGSU,--,16.8 - 21.3 g,282.392375,15.87841667,ZTF18ablwytt,0.026080235,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J162520.29+120308.7,000-BJV-879,16 25 20.30 +12 03 08.9,Her,UGSU,0.09111,13.1 - 19.5 CV,246.3345833,12.05247222,ZTF18aauylvz,0.312131612,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J162718.39+120435.0,000-BFT-371,16 27 18.39 +12 04 35.2,Her,UGSU,0.104,14.67 CR - 19.05 r',246.826625,12.07644444,ZTF18aaylsmo,0.414296017,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J162830.89+240259.1,000-BFT-845,16 28 30.90 +24 02 59.3,Her,UGSU,--,15.0 - 20 CR,247.12875,24.04980556,ZTF18aaixpsq,0.406643559,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J164248.52+134751.4,000-BJP-872,16 42 48.52 +13 47 51.4,Her,UGSU,0.0771,15.2 - 19 CR,250.7021667,13.79761111,ZTF18aaylslx,0.227154369,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J182142.83+212153.5,000-BJV-610,18 21 42.83 +21 21 53.8,Her,UGSU,--,14.9 - 20 CR,275.4284583,21.36494444,ZTF19aakjfgd,0.378150911,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
TCP J17521907+5001155,000-BKQ-348,17 52 19.07 +50 01 15.5,Her,UGSU,0.065,15.6 - 22.3 r CR,268.0794583,50.02097222,ZTF18aajrtyr,0.446061818,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ZTF18abczaef,--,17 36 33.32 +15 03 59.2,Her,UGSU,--,17.0 - 21.0 g,264.1388333,15.06644444,ZTF18abczaef,0.145176068,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ZTF20aaurhdm,000-BNL-914,17 24 22.61 +42 40 08.2,Her,UGSU,--,13.9 - 21.6 g,261.0942083,42.66894444,ZTF20aaurhdm,0.026618028,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ZTF21abcnlpj,000-BNZ-489,17 52 01.13 +49 22 46.6,Her,UGSU,--,14.9 - 22.7 g,268.0047083,49.37961111,ZTF21abcnlpj,0.029158589,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ZTF21abilubd,000-BPB-034,18 32 30.39 +18 41 22.6,Her,UGSU,--,15.1 - 22.5 g,278.126625,18.68961111,ZTF21abilubd,0.065055535,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CT Hya,000-BBP-934,08 51 07.39 +03 08 34.4,Hya,UGSU,0.0652,14.1 - 20.0: p,132.7807917,3.142888889,ZTF18adbhptr,0.209116758,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MM Hya,000-BBQ-363,09 14 14.03 -06 47 44.8,Hya,UGSU,0.05759,13.5 - 19.3 V,138.5584583,-6.795777778,ZTF18acvwgep,0.462163376,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
BraTS-SON-T2-005,000-BNB-486,09 15 30.35 -04 46 26.3,Hya,UGSU,--,15.0 - 22.5 g,138.8764583,-4.773972222,ZTF19aapbsne,0.143540045,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 080409:081419-005022,000-BFT-214,08 14 18.91 -00 50 22.1,Hya,UGSU,0.07485,13.4 - 19.1 V,123.5787917,-0.839472222,ZTF18acsorzs,0.304998157,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 110114:091246-034916,000-BKT-908,09 12 46.03 -03 49 16.6,Hya,UGSU,0.0653:,14.9 - 18.4 g,138.1917917,-3.821277778,ZTF18acsoscj,0.53137478,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 110226:095926-160147,000-BKC-270,09 59 26.46 -16 01 47.4,Hya,UGSU,--,14.0 - 20.0 CV,149.86025,-16.02983333,ZTF18aaqphdi,0.27162564,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
TCP J08371988-0602457,000-BMV-830,08 37 20.23 -06 02 43.7,Hya,UGSU,--,12.3 - 21.0 CV CR,129.3342917,-6.045472222,ZTF18achzhtm,0.338987319,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MN Lac,000-BCW-184,22 23 04.66 +52 40 58.2,Lac,UGSU,--,14.5 - 22.5: CV V,335.7694167,52.68283333,ZTF18aaznfkp,0.107619379,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-18vj,000-BMV-019,22 39 17.90 +38 03 08.3,Lac,UGSU,--,15.9 - 20.9 g,339.8245833,38.05230556,ZTF18abvioui,0.064178342,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
DDE 51,000-BMB-817,22 38 22.47 +42 35 57.3,Lac,UGSU,--,15.5 - 21.0 g,339.593625,42.59925,ZTF18abnytem,0.181679822,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MGAB-V1060,--,22 20 11.69 +53 48 24.4,Lac,UGSU,--,17.6 - 21.8 g,335.0487083,53.80677778,ZTF18abajwbu,0.08079496,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MGAB-V1089,--,22 56 57.88 +55 33 41.7,Lac,UGSU,--,17.6 - <21.4 g,344.2411667,55.56158333,ZTF18abcxmen,0.06852096,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MGAB-V1264,--,22 18 16.25 +40 53 05.6,Lac,UGSU,--,18.7 - 21.9 r,334.5677083,40.88488889,ZTF18adnchim,0.096021869,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
2QZ J112555.7-001639,000-BJQ-780,11 25 55.70 -00 16 37.3,Leo,UGSU,0.0631,13.3 - 19.6 V,171.4820833,-0.277027778,ZTF18acvwayb,1.507696111,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-19ag,000-BMY-163,10 56 47.81 +20 48 26.0,Leo,UGSU,--,13.0 - 20.3 g,164.1992083,20.80722222,ZTF19aacgush,0.56413476,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 080208:103317+072119,000-BKC-274,10 33 17.28 +07 21 18.5,Leo,UGSU,--,14.2 - 20.3 CV,158.322,7.355138889,ZTF19aatfwbt,0.685857281,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 081025:105835+054706,000-BKC-276,10 58 35.13 +05 47 06.3,Leo,UGSU,--,13.9 - 21 CV,164.646375,5.785083333,ZTF19aavbupm,0.911244128,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 101130:102616+192045,000-BKC-273,10 26 16.12 +19 20 44.5,Leo,UGSU,0.0796,14.8 - 20.4 G CV,156.5671667,19.34569444,ZTF17aaajhyv,1.187271471,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J100515.38+191107.9,000-BJJ-353,10 05 15.39 +19 11 07.8,Leo,UGSU,0.07472,12.3 - 18.7 V,151.314125,19.1855,ZTF17aaapome,0.650577132,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SDSS J110014.72+131552.1,000-BJP-364,11 00 14.72 +13 15 52.2,Leo,UGSU,0.0656,14.3 - 20 CR,165.0613333,13.2645,ZTF18aabszen,0.454693265,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
SX LMi,000-BBR-840,10 54 30.42 +30 06 10.4,LMi,UGSU,0.06717,13.0 - 17.4 V,163.62675,30.10288889,ZTF18adkctvd,0.306419635,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-14kf,000-BLL-127,05 13 06.59 -26 19 52.0,Lep,UGSU,--,15.4 V - 20.9 B,78.27745833,-26.33111111,ZTF20acgjzeh,0.396039524,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-21tq,000-BPD-857,05 08 30.32 -19 11 51.8,Lep,UGSU,--,13.4 - 21.1 g,77.12633333,-19.19772222,ZTF21acinvoq,0.056674109,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0362 Lib,000-BJV-767,14 43 41.91 -17 55 49.8,Lib,UGSU,0.07019,13.6 - 19.9 V,220.924625,-17.9305,ZTF18acyyiea,1.000894485,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-18lp,000-BMR-548,14 37 39.20 -09 13 09.6,Lib,UGSU,--,16.0 - 22.2 g,219.4133333,-9.219333333,ZTF19aaciqvu,0.112888895,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-21nj,000-BPB-842,15 35 22.73 -10 03 00.2,Lib,UGSU,--,15.0 - 22.2: g,233.8447083,-10.05005556,ZTF21abmemav,0.041805277,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 120417:144252-225040,000-BKL-433,14 42 52.02 -22 50 39.7,Lib,UGSU,--,14.8 - <20 CV,220.71675,-22.84436111,ZTF23aacvldt,0.165489085,0,dwarf_nova,dwarf_nova_SU_Uma,,0,0,unclear,
CSS 120424:144453-131118,000-BKL-740,14 44 53.04 -13 11 18.3,Lib,UGSU,0.08,14.4 - 21.1 V,221.221,-13.18841667,ZTF19aaedwjy,0.175140421,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J150518.03-143933.6,000-BMF-388,15 05 18.00 -14 39 34.7,Lib,UGSU,--,14.9 - 19.4 CV,226.325,-14.65963889,ZTF18adbioao,0.602226633,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
TCP J15305274-0405572,000-BNL-021,15 30 52.65 -04 05 59.3,Lib,UGSU,--,13.3 - 21.1 g,232.719375,-4.099805556,ZTF20aareovl,0.207802542,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MS Lyn,000-BFT-217,08 51 13.44 +34 44 48.7,Lyn,UGSU,0.08,13.5 - 20.5 CV,132.806,34.74686111,ZTF18adooaph,0.464426747,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-14mk,000-BLL-513,06 33 30.76 +59 18 47.9,Lyn,UGSU,--,15.5 - 21.8 g,98.37816667,59.31330556,ZTF18abztcib,0.196397039,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-15pk,000-BLS-070,06 39 17.62 +57 23 10.5,Lyn,UGSU,--,16.1 - 21.4 V,99.82341667,57.38625,ZTF19aamfzhw,0.031344541,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-18bf,000-BMN-836,09 12 56.61 +42 43 14.8,Lyn,UGSU,--,16.0 - 21.8 g,138.235875,42.72077778,ZTF18aasslfa,1.284115028,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-19an,000-BMY-262,06 49 49.93 +55 41 40.7,Lyn,UGSU,--,15.6 - 19.9 G g,102.4580417,55.69463889,ZTF19aaadfxf,0.204341408,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-20ap,000-BNK-415,06 38 58.61 +59 03 51.9,Lyn,UGSU,--,14.7 - 22.8 g,99.74420833,59.06441667,ZTF20aagqrbx,0.306804769,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 111103:074400+415504,000-BNY-439,07 44 00.48 +41 55 03.9,Lyn,UGSU,--,15.1 - 20.9 g,116.002,41.91775,ZTF18aaacggd,0.474079957,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
CSS 150207:073443+504229,000-BLN-578,07 34 42.72 +50 42 29.7,Lyn,UGSU,--,14.5 - 20.8 CV,113.678,50.70825,ZTF18abykrbg,0.741517939,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J072948.66+593824.4,000-BKJ-367,07 29 48.66 +59 38 24.4,Lyn,UGSU,--,13.3 - 20 CR,112.45275,59.64011111,ZTF18abuqhmk,1.070755187,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J073325.52+373744.9,000-BLW-377,07 33 25.48 +37 37 45.0,Lyn,UGSU,--,15.1 CR - 22.0 V,113.3561667,37.62916667,ZTF19aarhrcv,0.3642555,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
TCP J07363658+4151215,000-BPF-061,07 36 36.62 +41 51 21.7,Lyn,UGSU,--,13.2 - 21.6 g,114.1525833,41.85602778,ZTF21ackwqjy,0.118880615,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
AY Lyr,000-BCD-108,18 44 26.69 +37 59 51.9,Lyr,UGSU,0.0733,12.5 - 18.4 B,281.1112083,37.99775,ZTF18aakzfjo,0.502961004,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0344 Lyr,000-BCD-137,18 44 39.18 +43 22 28.0,Lyr,UGSU,0.087904,13.8 - 19 V,281.16325,43.37444444,ZTF18aakzafr,0.238118557,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0419 Lyr,000-BCF-567,19 10 14.02 +29 06 13.9,Lyr,UGSU,0.0864,14.7 - 19.6 V,287.5584167,29.10386111,ZTF18abbmmuf,0.253230588,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0516 Lyr,000-BDT-912,19 20 35.69 +37 44 52.1,Lyr,UGSU,0.083999,18.9 - 22.2 V,290.1487083,37.74780556,ZTF18adlczrp,0.531125826,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
V0585 Lyr,000-BCF-873,19 13 58.41 +40 44 08.8,Lyr,UGSU,0.0593,13.9 - 21.2 g,288.493375,40.73577778,ZTF21aciqyqo,0.037265239,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-13bs,000-BLC-661,18 30 08.83 +37 36 41.5,Lyr,UGSU,0.05725,14.2 - 18.4: V,277.5367917,37.61152778,ZTF18aabpxhw,0.174681337,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-14ex,000-BLJ-771,18 58 11.15 +46 27 56.5,Lyr,UGSU,--,15.3 - 19.9 V,284.5464583,46.46569444,ZTF18aaovfjr,0.091951065,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-15ea,000-BLP-221,18 50 50.58 +40 44 05.6,Lyr,UGSU,0.082,16.0 - 18.0 V,282.71075,40.73488889,ZTF18aakynpt,0.213032932,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-18qg,000-BMS-552,18 15 27.34 +41 56 05.4,Lyr,UGSU,--,13.7 - 21.1 g,273.8639167,41.93483333,ZTF18abjvmhv,0.047016812,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ASASSN-21cz,000-BNX-505,18 29 59.95 +43 46 44.2,Lyr,UGSU,--,15.8 - 21.9 g,277.4997917,43.77894444,ZTF21aaopqqn,1.451253033,0,dwarf_nova,dwarf_nova_SU_Uma,,0,0,unclear,
ASASSN-21fr,000-BNY-493,18 36 21.76 +37 32 57.1,Lyr,UGSU,--,14.5 - 22.7 g,279.0906667,37.54919444,ZTF21aauvyod,0.131698729,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
ATLAS18olb,000-BMR-144,18 41 51.07 +37 52 29.0,Lyr,UGSU,--,13.2 - 20.5 V CV,280.4627917,37.87472222,ZTF18aatzhmn,0.482993146,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
DDE 201,000-BNY-370,19 06 18.18 +36 03 08.4,Lyr,UGSU,--,17.0 - 21.4 g,286.57575,36.05233333,ZTF18aavttwl,0.580655468,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
Gaia19fit,000-BNJ-197,19 27 03.96 +42 54 24.6,Lyr,UGSU,--,14.9 - 22.5: g,291.7665,42.90683333,ZTF19acvfqyj,0.073380839,0,dwarf_nova,dwarf_nova_SU_Uma,,0,3,SU_Uma,
KIS J192254.92+430905.4,--,19 22 54.92 +43 09 05.4,Lyr,UGSU,0.074606,16.693 - ? Kp,290.7288333,43.1515,ZTF18abgiuet,0.320921146,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J182201.93+324906.7,000-BKL-803,18 22 01.93 +32 49 06.7,Lyr,UGSU,--,15.4 - <18.8 CR,275.5080417,32.81852778,ZTF18adixgaa,1.527092451,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
MASTER OT J185838.73+460207.2,000-BKX-946,18 58 38.71 +46 02 07.2,Lyr,UGSU,--,15.8 CR - 20.3 B,284.6612917,46.03533333,ZTF18aaxmvzj,0.140143349,0,dwarf_nova,dwarf_nova_SU_Uma,,0,1,SU_Uma,
