Name,AUID,Coords,Const,Type,Period,Mag,ra,dec
M31N 2008-12a,000-BLS-494,00 45 28.81 +41 54 09.9,And,NR,--,17.5 - <22.3 V,11.370041666666665,41.90275
M31N 2012-06A,000-BKT-291,00 43 21.92 +41 20 24.4,And,N,--,17.3 - <19.9 R,10.841333333333333,41.34011111111111
M31N 2013-01b,000-BNP-531,00 44 02.10 +41 25 44.3,And,NA+E:,0.0533,15.0 - <22 R,11.00875,41.42897222222222
M31N 2017-07a,000-BMR-512,00 43 14.50 +41 33 57.2,And,N,--,17.2 - <22 CR,10.810416666666665,41.565888888888885
M31N 2017-09a,000-BMM-859,00 44 08.72 +41 43 36.7,And,NB,--,17.3 - <22 CV,11.036333333333332,41.72686111111111
M31N 2020-06b,000-BNN-148,00 42 23.47 +41 08 22.8,And,N,--,15.8 - <20.5 CR,10.597791666666664,41.13966666666666
M31N 2020-10c,000-BNR-811,00 42 49.62 +41 16 52.1,And,N,--,14.6 - <20.5 CR,10.706749999999998,41.28113888888889
MASTER OT J001829.62+430208.4,000-BNK-805,00 18 29.57 +43 02 07.9,And,UG:,--,16.8 - 20.6 r CR,4.623208333333333,43.03552777777777
MASTER OT J001907.27+403423.8,000-BLP-945,00 19 07.30 +40 34 24.4,And,UG,--,16.9 - 22.1 B CR,4.7804166666666665,40.57344444444445
MASTER OT J002049.54+280020.5,000-BMF-500,00 20 49.50 +28 00 20.4,And,UG,--,14.0 - 19.8 r CR,5.206249999999999,28.005666666666666
MASTER OT J002423.75+454728.7,000-BLJ-940,00 24 23.67 +45 47 28.7,And,UG,--,16.1 - 21.1 r G,6.098624999999999,45.79130555555555
MASTER OT J003059.39+301634.3,000-BLG-355,00 30 59.39 +30 16 34.3,And,UG+E:,--,16.1 - 18.6 CR,7.747458333333333,30.276194444444442
MASTER OT J003634.19+412243.1,000-BNM-379,00 36 34.19 +41 22 43.1,And,UG:,--,18.0 - <23 r CR,9.142458333333332,41.37863888888889
MASTER OT J003836.48+393953.5,000-BLV-525,00 38 36.48 +39 39 53.5,And,UG:,--,17.4 CR - 22.5 r',9.651999999999997,39.66486111111111
MASTER OT J003937.89+413026.1,000-BLT-768,00 39 37.89 +41 30 26.1,And,UG,--,18.0 - <24 CR,9.907874999999999,41.50725
MASTER OT J005740.99+443101.5,000-BLF-303,00 57 40.99 +44 31 01.5,And,UGWZ+E,0.05619,15.4 - <20.9 CR,14.420791666666664,44.51708333333333
MASTER OT J005846.22+410334.9,--,00 58 46.22 +41 03 34.9,And,UG:,--,17.2 - <20.2 CR,14.692583333333332,41.05969444444444
MASTER OT J010051.68+371937.3,000-BLH-867,01 00 51.68 +37 19 37.3,And,UG,--,17.0 - <19.2 CR,15.21533333333333,37.32702777777778
MASTER OT J011539.70+381750.3,000-BLD-494,01 15 39.70 +38 17 50.3,And,UG,--,16.8 - <18.5 CR,18.915416666666665,38.29730555555555
MASTER OT J013223.46+474752.8,--,01 32 23.46 +47 47 52.8,And,UG:,--,18.6 - <20.2 CR,23.097749999999998,47.797999999999995
MASTER OT J014405.55+385713.7,000-BMC-724,01 44 05.55 +38 57 13.7,And,UG:,--,18.4 - <22 CR,26.023125,38.95380555555556
MASTER OT J014450.47+453242.9,000-BMF-243,01 44 50.48 +45 32 42.3,And,UG,--,16.9 - <22 CR,26.21033333333333,45.54508333333333
MASTER OT J014644.56+482650.2,000-BLQ-990,01 46 44.65 +48 26 49.7,And,UG,--,15.9 - 19.9 G,26.68604166666666,48.44713888888889
MASTER OT J014825.10+430652.0,--,01 48 25.10 +43 06 52.0,And,UG,--,18.4 - <19.3 CR,27.10458333333333,43.114444444444445
MASTER OT J021211.74+475602.7,000-BLR-523,02 12 11.77 +47 56 02.8,And,UGSU:,--,13.6 - 17.5 V,33.04904166666666,47.93411111111111
MASTER OT J021216.01+461154.5,000-BKQ-310,02 12 16.01 +46 11 55.2,And,UGSU:,--,13.7 - 19.8 G,33.06670833333333,46.19866666666666
MASTER OT J021401.78+414218.0,000-BLQ-046,02 14 01.69 +41 42 17.2,And,UG,--,18.1 - <23 g,33.507041666666666,41.70477777777778
MASTER OT J021447.67+481852.6,000-BLT-888,02 14 47.67 +48 18 52.6,And,UG,--,16.9 - <21 CR,33.69862499999999,48.314611111111105
MASTER OT J022033.47+402248.8,000-BMX-745,02 20 33.46 +40 22 48.8,And,UGSU:,--,17.1 - 21.2 g,35.13941666666666,40.38022222222222
MASTER OT J022728.54+481348.0,000-BNP-625,02 27 28.57 +48 13 47.2,And,UG,--,16.0 - 21.9 g CR,36.86904166666666,48.22977777777778
MASTER OT J023406.06+384142.4,000-BLD-514,02 34 06.06 +38 41 42.4,And,UG,--,15.6 - 21.1 r CR,38.52524999999999,38.69511111111111
MASTER OT J023414.54+454307.3,000-BMK-863,02 34 14.44 +45 43 07.0,And,UG,--,16.3 - 24: r CR,38.56016666666666,45.718611111111116
MASTER OT J230148.65+411904.2,000-BMH-751,23 01 48.72 +41 19 05.1,And,UG,--,17.2 - 21.9 g,345.453,41.318083333333334
MASTER OT J231025.12+380037.5,000-BLD-433,23 10 25.06 +38 00 36.9,And,UG,--,15.4 - 22.5 CV V,347.6044166666666,38.01025
MASTER OT J231823.85+455358.5,000-BLQ-037,23 18 23.90 +45 53 58.9,And,UG,--,18.8 - 21.0 B CR,349.5995833333333,45.89969444444444
MASTER OT J231917.03+483114.2,000-BKS-596,23 19 17.07 +48 31 14.2,And,UGSU,--,15.8 - 22.0 g,349.821125,48.52061111111111
MASTER OT J232022.36+444330.8,000-BKD-497,23 20 22.36 +44 43 30.8,And,UGSU,--,15.9 - <21 p CR,350.0931666666666,44.72522222222222
MASTER OT J232100.42+494614.0,000-BLH-808,23 21 00.43 +49 46 14.3,And,UG,--,15.2 - 19.4 g CR,350.25179166666663,49.77063888888889
MASTER OT J235503.22+420010.2,000-BLD-434,23 55 03.31 +42 00 10.0,And,UG,--,16.1 - 21.8 r CR,358.76379166666663,42.00277777777778
MASTER OT J235632.99+391949.0,000-BLS-051,23 56 32.99 +39 19 49.0,And,UG,--,17.3 - 21.8 B CR,359.1374583333333,39.33027777777778
MGAB-V1094,--,23 00 33.36 +49 45 37.5,And,UG,--,18.4 - 21.1: g,345.13899999999995,49.760416666666664
MGAB-V1098,--,23 02 12.40 +47 13 54.0,And,UG,--,17.4 - 21.0 g,345.5516666666666,47.23166666666667
MGAB-V1107,--,23 19 30.52 +51 50 17.4,And,UG,--,17.0 - 22.1 g,349.8771666666666,51.838166666666666
MGAB-V1108,--,23 26 26.88 +49 06 18.0,And,UG,--,17.9 - 21.5 g,351.61199999999997,49.105000000000004
MGAB-V1109,--,23 32 17.42 +46 34 11.8,And,UG,--,18.6 - 20.9 g,353.0725833333333,46.569944444444445
MGAB-V1118,--,23 56 23.48 +41 27 56.3,And,UG,--,18.6 - 21.4: g,359.0978333333333,41.46563888888889
MGAB-V1217,--,23 18 07.22 +52 33 24.8,And,UG,--,15.9 - 16.8 g,349.5300833333333,52.556888888888885
MGAB-V256,000-BND-565,02 27 15.89 +43 37 40.2,And,UG,--,18.0 - 19.4 g,36.81620833333333,43.627833333333335
MGAB-V307,--,22 57 31.50 +51 38 52.3,And,UGSU:,--,17.4 - 22.2 g,344.3812499999999,51.64786111111111
MGAB-V3449,--,00 14 28.06 +40 43 05.1,And,UG,--,19.0 - 22.0 r,3.616916666666666,40.71808333333333
MGAB-V3453,--,00 35 53.37 +43 33 41.5,And,AM,--,18.2 - 20.9 r,8.972375,43.561527777777776
MGAB-V3457,--,01 01 39.06 +36 04 27.0,And,UG,--,19.0 - 21.3 r,15.412749999999997,36.07416666666667
MGAB-V3462,--,01 34 53.52 +47 40 46.0,And,UG,--,18.6 - 20.6 r,23.722999999999995,47.67944444444444
MGAB-V3472,--,02 26 24.51 +39 16 07.5,And,UG,--,18.0 - 20.4 r,36.602125,39.26875
MGAB-V375,--,23 30 28.73 +45 31 21.6,And,UG,--,18.7 - 21.7 r,352.6197083333333,45.522666666666666
MGAB-V3763,--,23 04 05.73 +47 22 11.2,And,UG,--,17.0 - 21.5 r,346.023875,47.36977777777778
MGAB-V3765,--,23 11 58.80 +43 42 37.9,And,UG,--,18.8 - 21.5 r,347.99499999999995,43.71052777777778
MGAB-V3769,--,23 34 33.16 +40 25 50.2,And,AM,--,18.8 - 20.8 r,353.6381666666666,40.43061111111111
MGAB-V3770,--,23 35 38.21 +37 32 23.2,And,UG,--,19.3 - 22.0 r,353.90920833333325,37.53977777777778
MGAB-V460,--,01 51 12.67 +36 08 07.5,And,UG,--,17.8 - 21.5 g,27.802791666666664,36.135416666666664
MGAB-V475,--,23 05 28.90 +52 39 16.2,And,UGSS,--,18.1 - 21.9 g,346.3704166666666,52.6545
MGAB-V579,--,01 48 04.38 +43 27 30.0,And,UG,--,18.0 - 21.3: g,27.01825,43.458333333333336
MGAB-V580,--,01 48 55.96 +44 56 48.0,And,UG,--,19.5 - 21.8 g,27.233166666666662,44.946666666666665
MGAB-V581,--,01 49 25.03 +45 06 03.1,And,UG,--,18.9 - 21.6 g,27.354291666666665,45.100861111111115
MLS 171109:012514+480552,--,01 25 14.08 +48 05 52.0,And,UG,--,19.08 (3.42) CV,21.308666666666667,48.09777777777778
MLS 180705:022526+383250,000-BMS-044,02 25 26.43 +38 32 50.1,And,CV,--,18.6 - 22.3 CV,36.36012499999999,38.54725
NADA-V123,000-BNH-169,00 07 42.63 +48 04 14.3,And,IBWD:,0.03774946,15.02 - 15.15 V,1.9276249999999997,48.070638888888894
NSV 14443,000-BKG-745,23 09 59.70 +36 56 17.0,And,N:,--,7.8 - ? p,347.4987499999999,36.93805555555555
NSV 14681,000-BKQ-239,23 43 24.82 +42 08 41.1,And,UGSU,--,14.4 - 20.8 V,355.8534166666666,42.14475
NSV 15112,000-BCY-616,00 32 23.10 +25 48 21.0,And,N:,--,9.5 - <15.0 P,8.096249999999998,25.805833333333332
NSV 238,--,00 38 47.69 +41 04 36.5,And,N:,--,17.2 - <21 B,9.69870833333333,41.07680555555556
NSV 26152,000-BFT-313,23 50 16.87 +46 59 21.8,And,UG,--,17.2 - <22.0 p,357.5702916666666,46.98938888888889
NSV 312,--,00 49 56.43 +43 37 47.3,And,N:,--,16.5 - <21 B,12.485124999999998,43.629805555555556
NSV 313,--,00 50 00.50 +43 33 57.3,And,N:,--,16.2 - <21 B,12.502083333333333,43.565916666666666
NSV 447,--,01 14 45.00 +35 37 09.0,And,N:,--,10: - <13 p,18.687499999999996,35.619166666666665
PGIR19bra,000-BNG-995,23 40 37.57 +42 35 27.7,And,UGSU,--,14.3 - 22.8 g,355.15654166666667,42.59102777777778
PNV J00423439+4044255,000-BMP-128,00 42 34.40 +40 44 26.0,And,N,--,16.4 - <22 V,10.64333333333333,40.74055555555556
PNV J00444033+4113068,000-BPD-629,00 44 40.34 +41 13 06.8,And,UGWZ+E:,0.05543,15.3 - 22.6 r CR,11.168083333333332,41.21855555555556
PNV J00473256+3938102,000-BPD-989,00 47 32.43 +39 38 10.4,And,UG|N,--,15.9: - <23 g,11.885124999999999,39.63622222222222
PNV J00494388+4033383,000-BNS-715,00 49 43.92 +40 33 38.0,And,UG,--,18.1 - 23.2: g,12.432999999999998,40.56055555555555
PS15bdt,000-BLR-127,23 44 04.67 +44 00 34.2,And,UG:,--,17.7 - 23.2 r',356.0194583333333,44.0095
PS20lio,--,02 19 13.68 +42 25 02.3,And,UG,--,18.6 - 21.3 r,34.806999999999995,42.41730555555555
Rosino N 39,000-BJX-973,00 41 40.92 +41 03 36.6,And,NR:,--,16.9 - ? p,10.420499999999999,41.06016666666667
RX J0044.3+4134,000-BNP-315,00 44 20.17 +41 34 08.0,And,UGWZ:,--,15.1 - 22.7 V g,11.084041666666664,41.56888888888889
RX J0131.4+3602,000-BCY-730,01 31 26.07 +36 02 39.7,And,CV,--,16.5: - 18.9: B,22.858624999999996,36.04436111111111
S 10754,--,00 37 50.30 +41 21 12.0,And,N:,--,19.6 - ? B,9.459583333333333,41.35333333333333
SDSS J001231.54+280011.1,--,00 12 31.54 +28 00 11.1,And,UGWZ:,--,20.98 - ? g,3.1314166666666665,28.003083333333333
SDSS J001912.58+220733.0,000-BMD-543,00 19 12.58 +22 07 33.1,And,CV,--,19.5 - 20.0 CV,4.802416666666666,22.12586111111111
SDSS J002910.96+324125.8,--,00 29 10.96 +32 41 25.8,And,UG,--,22.12 - ? g,7.2956666666666665,32.6905
SDSS J004849.86+332832.9,--,00 48 49.86 +33 28 32.9,And,UGSU:,--,20.61 - ? g,12.207749999999999,33.47580555555556
SDSS J005421.90+334815.7,--,00 54 21.90 +33 48 15.7,And,UGWZ:,--,22.12 - ? g,13.591249999999999,33.804361111111106
SDSS J233512.11+495416.9,000-BJQ-885,23 35 12.11 +49 54 16.9,And,CV,--,19.6 - ? V,353.80045833333327,49.904694444444445
SDSS J234426.13+470042.9,000-BKV-305,23 44 26.13 +47 00 42.9,And,CV,--,20.30 - ? r,356.10887499999995,47.011916666666664
Shcheglov 1,000-BNS-506,01 07 48.50 +47 11 59.2,And,UG,--,17.2 - 21.8 r g,16.952083333333334,47.199777777777776
TCP J00002937+3811435,000-BPL-080,00 00 29.35 +38 11 45.4,And,UG,--,15.5 - 22.4 g,0.12229166666666666,38.19594444444444
TCP J00131904+4217428,000-BNZ-996,00 13 19.04 +42 17 41.8,And,UG,--,17.1 - 21.5 g,3.329333333333333,42.29494444444444
TCP J00280458+4232544,000-BPL-804,00 28 04.61 +42 32 54.6,And,UG/IBWD:,--,17.7 - 22.3 g,7.019208333333332,42.5485
TCP J00590972+3438357,000-BNJ-397,00 59 09.73 +34 38 35.7,And,UGWZ,0.05682,12.5 - 21.0 g,14.790541666666664,34.64325
TCP J01365593+4100462,000-BPL-617,01 36 55.93 +41 00 45.4,And,UG,--,17.2 - <22.5 g,24.233041666666665,41.01261111111111
TCP J01375892+4951055,000-BMB-833,01 37 58.94 +49 51 05.4,And,UGSU,--,13.1 - 19.8 V,24.495583333333332,49.8515
TCP J01451380+4150059,000-BPL-618,01 45 13.76 +41 50 05.7,And,UGSU,--,16.8 - 21.7 V,26.30733333333333,41.83491666666667
TCP J01521319+3958197,000-BPD-646,01 52 13.17 +39 58 19.9,And,UG:,--,16.2 - <23 g,28.054874999999996,39.97219444444445
TCP J01595207+4133164,000-BPL-156,01 59 52.06 +41 33 16.2,And,UG,--,17.1 - 23.2: g,29.966916666666663,41.5545
TCP J02041514+4053325,000-BNN-835,02 04 14.85 +40 53 33.9,And,UGSU,--,14.5 - 21.9 r CR,31.061875,40.89275
TCP J02194236+3735540,000-BPL-802,02 19 42.30 +37 35 54.2,And,UG,--,15.3 - 22.4 g,34.926249999999996,37.59838888888889
XM78HT,000-BPD-726,01 26 51.62 +50 12 58.7,And,UGWZ,0.05413,13.5 - 21.5 g,21.715083333333332,50.21630555555556
XMMU J004308.6+411247,000-BKF-457,00 43 08.60 +41 12 48.8,And,AM|DQ:,0.074306,21.88 - ? V,10.785833333333333,41.21355555555556
ZTF J021919.78+462345.1,--,02 19 19.79 +46 23 45.0,And,CV+E,0.05832248,19.7 - 21.2 r,34.83245833333332,46.395833333333336
ZTF17aaaeovc,--,01 50 19.62 +41 14 58.6,And,CV:,--,15.4 - 18.9 g,27.58175,41.249611111111115
ZTF17aabulce,--,01 25 35.24 +36 46 25.9,And,UG,--,15.4 - 18.8 g,21.39683333333333,36.77386111111111
ZTF17aabumcd,--,00 34 17.70 +43 45 39.3,And,CV,--,17.4 - 21.0 g,8.573749999999999,43.76091666666667
ZTF17aabuuwn,--,23 11 05.93 +47 34 18.1,And,CV:,--,16.5 - 22: r,347.7747083333333,47.57169444444445
ZTF18aaadsez,--,02 10 02.42 +43 48 04.1,And,UG,--,15.2 - 16.9 g,32.51008333333333,43.801138888888886
ZTF18aaakzwp,--,02 08 14.92 +45 59 18.5,And,NL/VY:,--,18.6 - 22: r,32.06216666666666,45.98847222222222
ZTF18aazndjw,000-BMR-985,23 10 11.17 +51 15 11.2,And,UG,--,17.3 - 21.4 B,347.5465416666666,51.25311111111111
ZTF18aazndpq,--,23 17 01.90 +52 11 50.8,And,UGSU:,--,18.1 - 23: g,349.25791666666663,52.19744444444444
ZTF18aazwddf,--,23 24 04.01 +51 43 18.0,And,UGSU:,--,16.9 - 22.0 g,351.01670833333327,51.72166666666667
ZTF18aazwdho,--,23 03 54.36 +52 20 14.7,And,UGZ/IW,--,15.9 - 18.3 g,345.9765,52.33741666666667
ZTF18abcjxhg,--,23 09 56.35 +51 51 42.5,And,UG,--,18.0 - 23: g,347.4847916666666,51.861805555555556
ZTF18abcpdil,--,23 08 11.10 +52 51 35.6,And,UGZ/IW,--,18.9 - 21.7 g,347.04624999999993,52.85988888888889
ZTF18abhqaxd,000-BMS-883,23 14 03.44 +52 22 16.6,And,UG,--,19.6 - <22 r,348.5143333333333,52.37127777777778
ZTF18abhypsw,--,00 52 09.61 +43 56 20.1,And,CV:,--,17.0 - 20.0 g,13.040041666666665,43.938916666666664
ZTF18abiuzar,--,00 07 39.31 +45 40 50.7,And,AM,0.0799041,18.8 - 21.8 r,1.9137916666666666,45.680749999999996
ZTF18abmjoue,000-BPC-573,00 20 47.59 +33 06 06.5,And,NL+E,0.13611552,18.3 - 21.5 g,5.198291666666666,33.10180555555556
ZTF18abmneqb,--,00 09 49.33 +29 51 44.1,And,UG,--,16.2 - 19.4 g,2.4555416666666665,29.862250000000003
ZTF18abmrryp,--,23 22 36.68 +48 28 30.0,And,NL/VY,--,17.3 - 21.2 g,350.65283333333326,48.475
ZTF18abmrusw,--,01 26 10.74 +50 17 16.1,And,UGSS,--,17.7 - 20.6 r,21.544749999999997,50.28780555555555
ZTF18abnndda,--,00 18 30.34 +43 57 16.6,And,UG,--,17.5 - 20.4 r,4.626416666666666,43.95461111111111
ZTF18abnuzzt,000-BNH-784,00 45 15.86 +42 10 27.3,And,UG,--,17.8 - <23 CR,11.316083333333331,42.17425
ZTF18aboszdu,--,01 55 05.84 +43 36 22.0,And,CV:,--,18.0 - 19.6 g,28.774333333333328,43.60611111111111
ZTF18absolpj,--,00 36 35.48 +45 55 59.2,And,UG,--,16.4 - 21.4 g,9.147833333333331,45.93311111111111
ZTF18abtbrfb,--,23 00 43.53 +38 48 15.3,And,AM,0.0719429,17.4 - 21.3 r,345.18137499999995,38.804249999999996
ZTF18abtrvrj,000-BPC-792,02 01 51.50 +42 09 09.6,And,UG,--,17.4 - 22.4 g,30.46458333333333,42.15266666666667
ZTF18abuncym,000-BNZ-989,01 15 28.37 +40 48 45.4,And,AM:+E:,--,16.8 - 22.0 g,18.868208333333328,40.81261111111111
ZTF18abuurtt,--,23 42 03.07 +40 08 27.4,And,AM,0.0829023,18.8 - 21.7 g,355.5127916666666,40.14094444444444
ZTF18abwjyqu,--,02 07 38.40 +40 53 45.6,And,AM,0.0862998,18.2 - 22: r,31.91,40.896
ZTF18abwxaix,--,01 10 28.36 +34 49 56.8,And,CV,--,18.6 - 21.7 g,17.618166666666667,34.83244444444445
ZTF18abzsdju,000-BNH-776,02 31 39.02 +49 14 06.3,And,UG,--,17.9 - 21.7 r g,37.91258333333333,49.235083333333336
ZTF18acayqvh,--,00 47 21.36 +34 00 44.9,And,UG,--,17.4 - 22.3 g,11.838999999999999,34.01247222222222
ZTF18accbuhi,--,00 36 15.24 +38 51 31.8,And,CV,--,18.5 - 23.0 g,9.063499999999998,38.85883333333334
ZTF18accqjow,000-BPF-550,23 25 07.38 +36 36 29.3,And,UG,--,18.0 - 22.2 g,351.28075,36.60813888888889
ZTF18acfqtql,--,23 32 42.42 +44 27 26.9,And,UG,--,19.0 - <21.7 r,353.17674999999997,44.45747222222222
ZTF18acmwtvp,000-BPC-791,02 02 32.62 +43 17 13.4,And,UG,--,18.2 - 22.8 g,30.63591666666666,43.287055555555554
ZTF18acmwuum,--,02 23 39.66 +47 10 24.2,And,UG,--,17.7 - 21.0 g,35.91524999999999,47.17338888888889
ZTF19aaprxdz,--,23 18 00.24 +50 27 05.9,And,UG,--,18.3 - 22.3 g,349.501,50.451638888888894
ZTF19aavantx,--,23 02 57.02 +51 12 49.7,And,UG,--,17.2 - 20.8 r,345.73758333333336,51.21380555555556
ZTF19aawteif,--,01 43 03.35 +36 50 39.7,And,UGZ,--,18.7 - 21.8 r,25.763958333333335,36.84436111111111
ZTF19aaywash,000-BPG-318,02 32 13.83 +48 20 34.1,And,UG,--,14.2 - 19.8 r,38.057624999999994,48.34280555555556
ZTF19abctpiu,--,23 21 21.36 +45 23 13.3,And,UG,--,18.5 - 23.2 r,350.339,45.387027777777774
ZTF19abfvpjh,--,00 41 20.25 +41 49 39.9,And,UG,--,17.3 - <23 g,10.334375,41.82775
ZTF19abpnpcy,--,23 04 54.19 +48 42 03.0,And,UG,--,17.6 - 23.2 r,346.2257916666666,48.700833333333335
ZTF19abpvyac,--,23 57 08.09 +44 46 39.1,And,UG:,--,16.9 - 22.4 g,359.2837083333333,44.77752777777778
ZTF19abupyxe,--,22 58 44.37 +46 23 37.0,And,UG/IBWD:,--,16.4 - 22.4 g,344.6848749999999,46.39361111111111
ZTF19acdnvwk,000-BPK-200,00 54 44.47 +46 38 57.3,And,UG,--,18.8 - 23.7 g,13.685291666666664,46.64925
ZTF19acewxan,--,02 30 23.83 +45 23 51.0,And,UGSU:,--,17.2 - 21.9 g,37.599291666666666,45.3975
ZTF19acmdxbp,--,23 27 20.36 +41 35 02.4,And,UG,--,16.0 - 22.2 g,351.8348333333333,41.584
ZTF19aczlqcd,000-BNJ-539,02 19 12.11 +38 45 20.7,And,UG:,--,17.6 - 23: g,34.800458333333324,38.75575
ZTF19aczlxwf,--,00 05 44.28 +36 49 45.5,And,CV,--,17.9 - 18.5 g,1.4344999999999999,36.82930555555556
ZTF19adakuot,000-BNK-782,00 40 37.91 +40 34 52.8,And,V838MON:,--,14.9 - <22 r CR,10.157958333333331,40.58133333333333
ZTF20abzcokk,000-BNR-236,02 21 57.63 +46 00 26.9,And,UG,--,15.2 - 22.4 g,35.49012499999999,46.00747222222222
ZTF21abujmgh,000-BPC-455,02 14 19.64 +43 59 14.6,And,UG,--,17.5 - 23: g,33.581833333333336,43.98738888888889
ZTF22aajuldx,--,00 31 33.53 +25 02 37.5,And,UG,--,17.4 - 21.9 r,7.889708333333332,25.043750000000003
ZTF22abnabxg,000-BPL-731,23 36 09.39 +48 33 52.6,And,UG,--,15.6 - 23.4 g,354.039125,48.564611111111105
6dFGS g1013459-275758,--,10 13 45.91 -27 57 58.0,Ant,CV,--,17.8 - 18.2 R,153.44129166666664,-27.96611111111111
ASASSN-14ak,000-BLH-460,09 50 57.04 -29 46 45.9,Ant,UGSU:,0.08869,12.9 - 17.9 CV V,147.73766666666668,-29.779416666666666
ASASSN-14al,000-BLH-458,09 36 13.64 -27 54 11.0,Ant,UG,--,15.62 - <17 V,144.05683333333332,-27.903055555555554
ASASSN-14bl,--,09 33 04.58 -30 39 53.3,Ant,UG,--,15.6 - 21.2 B V,143.26908333333333,-30.664805555555553
ASASSN-14bv,000-BLJ-394,09 43 30.02 -28 28 38.7,Ant,UG,--,15.2 - <16.8 V,145.8750833333333,-28.477416666666667
ASASSN-14dt,000-BLJ-483,10 22 16.38 -31 59 16.5,Ant,UG,--,14.4 V - 19.7 CV,155.56824999999998,-31.987916666666667
ASASSN-15jz,000-BLQ-612,10 06 18.42 -38 20 13.6,Ant,UG,--,14.4 - <16.9 V,151.57674999999998,-38.33711111111111
ASASSN-15kh,000-BLQ-808,10 38 59.93 -36 54 41.5,Ant,UGSU,--,13.2 - <21: V,159.7497083333333,-36.91152777777778
ASASSN-16bf,000-BLV-961,10 03 36.79 -31 08 21.5,Ant,UG,--,16.6 V - 21.6 B,150.90329166666666,-31.139305555555556
ASASSN-16bt,000-BLW-168,09 43 21.31 -39 59 20.8,Ant,UGSS,0.21050,12.5 - 15.9 V,145.83879166666665,-39.989111111111114
ASASSN-17ab,000-BMD-591,10 40 51.25 -37 03 30.2,Ant,UGSU,--,13.1 - 20.0 CV V,160.21354166666666,-37.058388888888885
ASASSN-17ba,000-BMD-900,09 55 11.24 -40 19 22.7,Ant,UG,--,13.8 - 18.9 G,148.7968333333333,-40.322972222222226
ASASSN-17cn,000-BMF-491,09 31 22.60 -35 20 54.3,Ant,UGWZ,--,13.2 - 22.0 B V,142.84416666666667,-35.34841666666667
ASASSN-17py,000-BMM-534,10 42 26.31 -35 14 50.5,Ant,UG,--,14.6 - 22.0 B V,160.60962499999997,-35.24736111111111
ASASSN-17qk,000-BMM-693,10 16 32.26 -31 27 40.7,Ant,UGWZ:,--,14.2 - 21.8 B V,154.13441666666665,-31.461305555555555
ASASSN-17rp,000-BMN-045,10 08 14.10 -37 57 54.3,Ant,UG,--,16.3 - 18.9 G,152.05874999999997,-37.96508333333334
ASASSN-18cd,000-BMP-273,09 58 32.83 -27 49 51.1,Ant,UG,--,17.0 - 20.7 g,149.63679166666665,-27.830861111111112
ASASSN-18dz,000-BMP-506,09 56 53.63 -30 33 37.5,Ant,UG,--,16.9 - 21.3 G,149.22345833333333,-30.56041666666667
ASASSN-18nw,000-BMR-793,09 33 48.51 -38 11 11.6,Ant,UG,--,16.2 - <22 g,143.452125,-38.18655555555555
ASASSN-18pc,000-BMS-185,10 09 53.26 -36 48 16.1,Ant,UG,--,15.4 - 21.1 G V,152.47191666666666,-36.804472222222216
ASASSN-19ds,000-BMZ-679,11 05 29.51 -40 07 08.6,Ant,NL+E,0.139035164,14.7 - 17.2 g,166.37295833333332,-40.119055555555555
ASASSN-19eg,000-BMZ-860,10 05 32.89 -38 01 20.8,Ant,UG,--,16.7 - 20.0 V g,151.38704166666665,-38.022444444444446
ASASSN-19eh,000-BMZ-859,10 17 59.71 -36 05 13.8,Ant,UGZ/IW:,--,16.1 - 21.4: V g,154.49879166666665,-36.08716666666667
ASASSN-19fx,000-BNB-050,10 36 01.12 -38 12 20.8,Ant,UG,--,17.5 - 22.3 B,159.00466666666665,-38.20577777777778
ASASSN-19jc,000-BNB-864,10 05 29.00 -37 09 57.3,Ant,UG,--,14.3 - <22 g,151.37083333333334,-37.16591666666667
ASASSN-19la,000-BNC-269,10 10 12.46 -38 52 38.3,Ant,UG,--,16.0 - 18.5 V g,152.55191666666664,-38.87730555555556
ASASSN-21ch,000-BNX-103,09 35 43.67 -31 29 05.5,Ant,UG,--,15.9 - <21 g,143.93195833333334,-31.484861111111112
ASASSN-21lt,000-BPB-038,09 32 48.44 -25 40 09.5,Ant,UG,--,12.0 - 21.0 V g,143.20183333333333,-25.669305555555557
ASASSN-22nn,000-BPM-084,10 46 20.17 -33 58 04.2,Ant,UG:,--,16.6 - <22 g,161.58404166666665,-33.96783333333334
ATLAS17anj,000-BMF-189,09 37 40.24 -28 59 47.6,Ant,UG,--,16.7 - <22 CV CR,144.41766666666666,-28.996555555555556
ATLAS21bmfp,000-BPF-612,09 51 21.13 -33 00 59.9,Ant,CV:,--,18.5 - 20.3 G,147.83804166666664,-33.01663888888889
ATLAS21bmkt,000-BPF-609,09 47 55.88 -25 59 24.0,Ant,UG:,--,18.1 - 23: r G,146.9828333333333,-25.990000000000002
ATLAS22bkwt,000-BPM-344,09 40 15.50 -35 49 05.2,Ant,UG,--,13.9 - 21.0 g,145.0645833333333,-35.818111111111115
ATLAS23bsa,000-BPN-591,09 37 29.79 -30 02 53.5,Ant,UG|SN,--,15.0 - 23.5: g,144.374125,-30.048194444444444
DDE 45,000-BLV-589,10 01 31.99 -33 02 35.5,Ant,UGZ,--,13.6 - 16.4 V,150.38329166666668,-33.043194444444445
DLT16ca,000-BMD-504,09 33 41.18 -33 00 02.4,Ant,UG,--,13.5 - 20.7 B CR,143.42158333333333,-33.00066666666667
